delivery_id,delivery_partner,package_type,package_weight_kg,vehicle_type,delivery_mode,region,customer_address,latitude,longitude,warehouse_latitude,warehouse_longitude,weather_condition,distance_km,package_weight_kg,delivery_status,delivery_cost
3517,blue dart,cosmetics,76.02,van,standard,west,"House 309, Preet Vihar, New Delhi",28.51593,77.09435,28.6417,77.22177,clear,101.2,45.47,delivered,642.41
3524,blue dart,pharmacy,37.95,ev van,standard,south,"House 393, Rajouri Garden, New Delhi",28.79567,77.20764,28.6417,77.22177,rainy,140.5,48.82,delivered,848.96
3526,blue dart,clothing,12.09,ev van,two day,south,"House 220, Ashok Vihar, New Delhi",28.8504,76.89819,28.6417,77.22177,foggy,250.6,11.43,delivered,1287.29
3527,blue dart,cosmetics,13.22,bike,standard,south,"House 47, Green Park, New Delhi",28.67315,77.21913,28.6417,77.22177,cold,280.2,34.73,delivered,1505.19
3529,blue dart,groceries,6.01,truck,two day,west,"House 355, Model Town, New Delhi",28.78308,76.96876,28.6417,77.22177,rainy,194.1,34.8,delivered,1074.9
3530,blue dart,cosmetics,48.54,scooter,same day,central,"House 107, Preet Vihar, New Delhi",28.66609,76.91665,28.6417,77.22177,rainy,101.3,31.02,delivered,699.56
3538,blue dart,pharmacy,41.64,scooter,express,north,"House 331, Kirti Nagar, New Delhi",28.62756,77.30186,28.6417,77.22177,cold,185.8,39.73,delivered,1098.19
3559,blue dart,cosmetics,14.6,van,two day,east,"House 434, Kirti Nagar, New Delhi",28.81421,77.27054,28.6417,77.22177,rainy,140.8,42.13,delivered,830.39
3562,blue dart,furniture,29.04,van,same day,west,"House 364, Karol Bagh, New Delhi",28.74983,77.23097,28.6417,77.22177,foggy,10.5,27.83,delivered,235.99
3568,blue dart,cosmetics,34.12,ev bike,same day,central,"House 462, Civil Lines, New Delhi",28.59276,77.33528,28.6417,77.22177,hot,131.2,11.18,delivered,789.54
3583,blue dart,furniture,8.26,bike,two day,east,"House 472, Rohini, New Delhi",28.56896,77.22856,28.6417,77.22177,foggy,152.7,34.62,delivered,867.36
3586,blue dart,pharmacy,7.05,truck,same day,central,"House 298, Shahdara, New Delhi",28.66864,77.3443,28.6417,77.22177,clear,261.8,39.1,delayed,1526.3
3591,blue dart,electronics,26.37,truck,same day,central,"House 492, Karol Bagh, New Delhi",28.66156,77.22199,28.6417,77.22177,cold,229.5,44.78,delivered,1381.84
3603,blue dart,cosmetics,72.7,truck,express,north,"House 77, Kalkaji, New Delhi",28.54508,77.19496,28.6417,77.22177,hot,257.6,10.55,delayed,1369.65
3606,blue dart,pharmacy,13.35,bike,same day,west,"House 403, Vasant Kunj, New Delhi",28.42359,77.16005,28.6417,77.22177,rainy,132.6,20.41,failed,824.23
3651,blue dart,cosmetics,47.8,ev van,express,central,"House 66, Shahdara, New Delhi",28.48672,77.26705,28.6417,77.22177,hot,133,48.2,delivered,859.6
3668,blue dart,electronics,25.51,bike,two day,south,"House 244, Ashok Vihar, New Delhi",28.59619,77.14286,28.6417,77.22177,foggy,57.7,14.02,delivered,330.56
3670,blue dart,electronics,8.3,scooter,express,north,"House 2, Preet Vihar, New Delhi",28.77345,77.06684,28.6417,77.22177,rainy,207.2,39.8,failed,1205.4
3671,blue dart,groceries,46.17,ev bike,two day,north,"House 187, Green Park, New Delhi",28.52008,77.30616,28.6417,77.22177,rainy,162,18.85,delivered,866.55
3683,blue dart,cosmetics,37.25,bike,standard,south,"House 155, Janakpuri, New Delhi",28.8621,77.14993,28.6417,77.22177,cold,290.8,12.21,delivered,1490.63
3686,blue dart,groceries,48,ev bike,two day,east,"House 55, Lajpat Nagar, New Delhi",28.76393,77.33658,28.6417,77.22177,stormy,280.9,3.46,delayed,1414.88
3690,blue dart,groceries,54.46,van,same day,north,"House 454, Vasant Kunj, New Delhi",28.41515,77.19816,28.6417,77.22177,rainy,182.6,49.49,delayed,1161.47
3693,blue dart,pharmacy,56.02,ev van,two day,central,"House 5, Vasant Kunj, New Delhi",28.72242,77.29002,28.6417,77.22177,stormy,294.2,48.76,delivered,1617.28
3701,blue dart,documents,5.19,ev bike,two day,central,"House 56, Patel Nagar, New Delhi",28.70847,76.91853,28.6417,77.22177,stormy,144.8,36.76,delivered,834.28
3707,blue dart,fragile items,65.2,van,express,north,"House 347, Tilak Nagar, New Delhi",28.53178,77.22188,28.6417,77.22177,clear,3.6,35.4,delivered,168.2
3736,blue dart,automobile parts,26.54,truck,standard,west,"House 18, Punjabi Bagh, New Delhi",28.44703,77.29271,28.6417,77.22177,rainy,112.9,42.36,delivered,691.58
3761,blue dart,automobile parts,57.24,bike,two day,east,"House 293, Dwarka, New Delhi",28.67573,76.90509,28.6417,77.22177,clear,144.5,24.21,delivered,795.13
3774,blue dart,furniture,11.34,van,standard,south,"House 160, Saket, New Delhi",28.76515,77.02815,28.6417,77.22177,clear,56,44.42,delivered,413.26
3776,blue dart,groceries,10.5,ev bike,same day,south,"House 170, Vasant Kunj, New Delhi",28.48809,77.22726,28.6417,77.22177,hot,136.7,5.12,delivered,798.86
3787,blue dart,pharmacy,3.49,van,standard,north,"House 273, Vasant Kunj, New Delhi",28.43835,76.88442,28.6417,77.22177,foggy,71.4,35.12,delivered,462.36
3791,blue dart,automobile parts,76.53,bike,same day,north,"House 493, Hauz Khas, New Delhi",28.57348,76.93646,28.6417,77.22177,hot,253.1,38.79,delivered,1481.87
3792,blue dart,clothing,31.74,truck,two day,north,"House 291, Patel Nagar, New Delhi",28.67602,77.20273,28.6417,77.22177,hot,215,12.03,delivered,1111.09
3808,blue dart,cosmetics,47.34,scooter,same day,north,"House 37, Janakpuri, New Delhi",28.77265,76.95073,28.6417,77.22177,hot,47.3,6.68,delivered,356.54
3821,blue dart,electronics,51.83,ev bike,two day,central,"House 30, Karol Bagh, New Delhi",28.54614,77.24679,28.6417,77.22177,foggy,126.9,11.75,delivered,669.75
3824,blue dart,electronics,69.92,ev van,standard,north,"House 172, Connaught Place, New Delhi",28.63438,77.16905,28.6417,77.22177,clear,210.6,17.1,delivered,1104.3
3830,blue dart,electronics,23.55,ev van,two day,central,"House 326, Shalimar Bagh, New Delhi",28.64431,77.20808,28.6417,77.22177,cold,215.8,15.68,delivered,1126.04
3832,blue dart,pharmacy,37.97,van,standard,west,"House 237, Punjabi Bagh, New Delhi",28.67468,76.94007,28.6417,77.22177,hot,11.5,37.75,delivered,170.75
3835,blue dart,documents,57.69,scooter,two day,west,"House 227, Patel Nagar, New Delhi",28.67308,77.05005,28.6417,77.22177,foggy,210.8,45.99,delivered,1191.97
3837,blue dart,pharmacy,54.97,ev bike,same day,east,"House 266, Malviya Nagar, New Delhi",28.46613,77.13347,28.6417,77.22177,rainy,133.6,36.23,failed,876.69
3869,blue dart,groceries,35.64,van,same day,west,"House 465, Dwarka, New Delhi",28.75426,76.96892,28.6417,77.22177,clear,242.9,22.41,delayed,1381.73
3879,blue dart,automobile parts,55.24,ev bike,same day,east,"House 184, Malviya Nagar, New Delhi",28.79248,77.12112,28.6417,77.22177,rainy,294.2,32.18,delayed,1632.7206
3885,blue dart,clothing,14.16,van,express,central,"House 442, Ashok Vihar, New Delhi",28.59377,76.9792,28.6417,77.22177,clear,268.4,29,delivered,1479
3888,blue dart,clothing,4.05,van,same day,north,"House 352, Vasant Kunj, New Delhi",28.73325,77.09202,28.6417,77.22177,cold,83.4,23.15,delivered,586.45
3889,blue dart,clothing,78.79,truck,standard,east,"House 318, Preet Vihar, New Delhi",28.77173,77.23972,28.6417,77.22177,clear,224.8,21.3,delivered,1187.9
3894,blue dart,cosmetics,45.62,van,express,west,"House 313, Lajpat Nagar, New Delhi",28.43496,77.03163,28.6417,77.22177,clear,77.1,38.07,delivered,549.71
3909,blue dart,groceries,41.8,ev bike,same day,east,"House 10, Kirti Nagar, New Delhi",28.64799,77.11565,28.6417,77.22177,clear,3.6,21.83,delivered,181.49
3913,blue dart,pharmacy,72.05,ev bike,express,north,"House 243, Ashok Vihar, New Delhi",28.47781,77.14465,28.6417,77.22177,stormy,133.6,32.52,delayed,815.56
3928,blue dart,documents,24.51,truck,two day,east,"House 108, Rajouri Garden, New Delhi",28.82453,76.95377,28.6417,77.22177,rainy,63.1,17.44,delivered,367.82
3935,blue dart,pharmacy,57.93,van,two day,north,"House 326, Rohini, New Delhi",28.85318,77.06209,28.6417,77.22177,hot,184.7,12.52,delivered,961.06
3945,blue dart,furniture,17.46,scooter,two day,north,"House 433, Vasant Kunj, New Delhi",28.81347,77.17856,28.6417,77.22177,rainy,131.5,45.13,delivered,792.89
3950,blue dart,groceries,3.57,scooter,same day,central,"House 50, Kirti Nagar, New Delhi",28.63349,77.32391,28.6417,77.22177,foggy,159.6,31.13,delivered,991.39
3952,blue dart,fragile items,78.55,ev bike,same day,east,"House 84, Vasant Kunj, New Delhi",28.86186,77.32449,28.6417,77.22177,hot,282.8,5.18,delivered,1529.54
3960,blue dart,furniture,43.53,truck,express,central,"House 228, Model Town, New Delhi",28.87788,76.92882,28.6417,77.22177,cold,187.5,19.86,delayed,1047.08
3965,blue dart,clothing,37.46,truck,same day,north,"House 69, Preet Vihar, New Delhi",28.80183,77.08226,28.6417,77.22177,foggy,194.5,1.97,delayed,1078.41
3973,blue dart,groceries,4.39,van,same day,south,"House 20, Nehru Place, New Delhi",28.55727,77.34727,28.6417,77.22177,foggy,9.4,48.48,delivered,292.44
3980,blue dart,electronics,4.59,truck,express,east,"House 410, Defence Colony, New Delhi",28.75415,77.02577,28.6417,77.22177,clear,106.1,38.95,failed,697.35
3993,blue dart,documents,16.56,van,same day,west,"House 280, Saket, New Delhi",28.49326,76.84589,28.6417,77.22177,hot,139.4,37.26,delivered,908.78
4009,blue dart,clothing,0.53,ev van,same day,north,"House 170, Tilak Nagar, New Delhi",28.64047,76.89134,28.6417,77.22177,clear,3.6,42.44,delivered,240.32
4010,blue dart,pharmacy,57.79,bike,two day,west,"House 137, Patel Nagar, New Delhi",28.80885,77.33657,28.6417,77.22177,stormy,59.4,45.31,delivered,432.93
4016,blue dart,electronics,41.19,van,standard,west,"House 366, Karol Bagh, New Delhi",28.4358,77.04883,28.6417,77.22177,rainy,126.6,49.52,delivered,781.98
4018,blue dart,pharmacy,30.69,ev bike,two day,central,"House 163, Kalkaji, New Delhi",28.6681,76.88914,28.6417,77.22177,foggy,226,15.97,delivered,1177.91
4019,blue dart,fragile items,61.84,truck,same day,south,"House 297, Malviya Nagar, New Delhi",28.8537,76.88905,28.6417,77.22177,stormy,60.4,13.96,delivered,443.88
4021,blue dart,groceries,58.76,ev van,express,north,"House 271, Civil Lines, New Delhi",28.60593,76.9843,28.6417,77.22177,hot,65.6,11.2,delayed,411.6
4026,blue dart,pharmacy,53.29,van,two day,east,"House 261, Punjabi Bagh, New Delhi",28.58456,76.85466,28.6417,77.22177,stormy,168.6,28.22,delivered,927.66
4027,blue dart,cosmetics,56.44,truck,express,west,"House 462, Pitampura, New Delhi",28.66199,77.24677,28.6417,77.22177,hot,251.7,49.52,delivered,1457.93
4059,blue dart,pharmacy,47.33,van,express,central,"House 392, Malviya Nagar, New Delhi",28.86625,77.20711,28.6417,77.22177,cold,201.3,12.4,failed,1093.7
4061,blue dart,clothing,32.07,ev bike,same day,central,"House 217, Saket, New Delhi",28.7861,77.00224,28.6417,77.22177,clear,175.9,37.93,delivered,1093.29
4098,blue dart,electronics,43.47,ev van,standard,east,"House 243, Patel Nagar, New Delhi",28.47645,77.19153,28.6417,77.22177,cold,118.1,18.43,delivered,645.79
4103,blue dart,cosmetics,54.51,truck,standard,east,"House 50, Punjabi Bagh, New Delhi",28.63645,77.03162,28.6417,77.22177,clear,285.2,45.78,delivered,1563.34
4113,blue dart,cosmetics,25.85,truck,express,south,"House 433, Janakpuri, New Delhi",28.41269,76.84874,28.6417,77.22177,foggy,56.9,16.28,delayed,383.34
4118,blue dart,clothing,71.84,ev bike,express,central,"House 223, Preet Vihar, New Delhi",28.69403,77.25041,28.6417,77.22177,cold,268.5,20.35,failed,1453.55
4119,blue dart,pharmacy,38.6,van,express,north,"House 205, Dwarka, New Delhi",28.5297,77.12583,28.6417,77.22177,stormy,178.1,43.95,delayed,1072.35
4143,blue dart,pharmacy,7.39,truck,same day,south,"House 336, Janakpuri, New Delhi",28.68668,76.90973,28.6417,77.22177,cold,282.9,49.1,delivered,1632.7206
4145,blue dart,automobile parts,38.26,ev van,two day,west,"House 203, Janakpuri, New Delhi",28.80452,77.27154,28.6417,77.22177,hot,186.9,10.12,delivered,964.86
4156,blue dart,electronics,39.83,truck,standard,west,"House 308, Defence Colony, New Delhi",28.6309,77.30466,28.6417,77.22177,clear,178,40.37,delivered,1011.11
4159,blue dart,automobile parts,8.47,ev van,standard,central,"House 406, Mayur Vihar, New Delhi",28.54314,77.32636,28.6417,77.22177,clear,265.5,7.36,delivered,1349.58
4164,blue dart,documents,58.33,van,two day,east,"House 239, Punjabi Bagh, New Delhi",28.66229,76.85482,28.6417,77.22177,rainy,148.1,29.22,delivered,828.16
4168,blue dart,pharmacy,67.18,bike,two day,north,"House 360, Vasant Kunj, New Delhi",28.54029,77.07824,28.6417,77.22177,rainy,176.6,21.6,delivered,947.8
4188,blue dart,automobile parts,27.53,scooter,two day,south,"House 175, Shahdara, New Delhi",28.4479,77.01725,28.6417,77.22177,stormy,187.7,5.49,delivered,954.97
4198,blue dart,furniture,68.97,ev van,same day,east,"House 240, Punjabi Bagh, New Delhi",28.55713,77.27421,28.6417,77.22177,stormy,171,9.18,delivered,982.54
4204,blue dart,fragile items,46.9,bike,same day,central,"House 239, Shalimar Bagh, New Delhi",28.47164,76.90889,28.6417,77.22177,clear,277.7,47.21,delivered,1630.13
4211,blue dart,cosmetics,68.84,scooter,express,central,"House 456, Kirti Nagar, New Delhi",28.47958,76.8741,28.6417,77.22177,rainy,288.4,11.05,delayed,1525.15
4220,blue dart,automobile parts,9.04,van,standard,central,"House 49, Lajpat Nagar, New Delhi",28.67396,77.18071,28.6417,77.22177,hot,251.9,39.57,delivered,1378.21
4221,blue dart,fragile items,64.7,bike,express,east,"House 475, Shalimar Bagh, New Delhi",28.6209,76.93012,28.6417,77.22177,stormy,258.6,42.17,delayed,1469.51
4226,blue dart,groceries,76.48,scooter,same day,east,"House 347, Civil Lines, New Delhi",28.77853,77.28097,28.6417,77.22177,stormy,105.6,36.6,delayed,737.8
4248,blue dart,cosmetics,30.89,scooter,two day,central,"House 29, Preet Vihar, New Delhi",28.53953,77.34746,28.6417,77.22177,clear,123.2,44.37,delivered,749.11
4262,blue dart,clothing,6.8,ev van,express,central,"House 190, Patel Nagar, New Delhi",28.47809,77.10052,28.6417,77.22177,hot,245,9.4,delivered,1303.2
4283,blue dart,electronics,71.25,scooter,same day,central,"House 424, Civil Lines, New Delhi",28.43154,76.93014,28.6417,77.22177,hot,203.2,43.96,delivered,1247.88
4285,blue dart,furniture,19.57,ev bike,two day,south,"House 11, Preet Vihar, New Delhi",28.68148,77.31248,28.6417,77.22177,rainy,238.5,16.39,delivered,1241.67
4303,blue dart,cosmetics,5.3,truck,standard,west,"House 354, Civil Lines, New Delhi",28.5693,76.95567,28.6417,77.22177,clear,112.8,37.3,delivered,675.9
4331,blue dart,pharmacy,47.93,ev bike,two day,central,"House 284, Tilak Nagar, New Delhi",28.82734,77.03811,28.6417,77.22177,clear,25,0.86,delivered,127.58
4348,blue dart,furniture,18.79,scooter,same day,north,"House 428, Okhla, New Delhi",28.65725,76.94941,28.6417,77.22177,foggy,228.7,30.44,delivered,1334.82
4367,blue dart,furniture,72.13,van,express,east,"House 74, Model Town, New Delhi",28.49028,77.10961,28.6417,77.22177,cold,294.5,14.66,delivered,1566.48
4368,blue dart,cosmetics,41.56,ev van,same day,west,"House 419, Sarita Vihar, New Delhi",28.80829,76.8524,28.6417,77.22177,foggy,226.6,19.01,delivered,1290.03
4372,blue dart,automobile parts,34.47,ev van,same day,east,"House 245, Sarita Vihar, New Delhi",28.87673,76.92715,28.6417,77.22177,cold,99.7,44.67,delivered,732.51
4379,blue dart,clothing,52.86,ev bike,standard,central,"House 203, Rohini, New Delhi",28.51748,77.33725,28.6417,77.22177,foggy,209.3,44.97,delivered,1181.41
4382,blue dart,automobile parts,58.13,scooter,two day,central,"House 309, Defence Colony, New Delhi",28.59426,77.28187,28.6417,77.22177,clear,288.5,38.95,delivered,1559.35
4391,blue dart,documents,41.23,truck,standard,south,"House 103, Defence Colony, New Delhi",28.8218,77.33891,28.6417,77.22177,hot,78.9,12.43,delivered,431.79
4402,blue dart,automobile parts,19.51,truck,two day,south,"House 451, Punjabi Bagh, New Delhi",28.64291,77.10625,28.6417,77.22177,cold,151.2,24.38,delivered,829.14
4408,blue dart,electronics,25.77,scooter,two day,west,"House 32, Nehru Place, New Delhi",28.7391,77.31878,28.6417,77.22177,clear,93.5,20.19,delivered,528.07
4411,blue dart,pharmacy,34.84,van,two day,west,"House 307, Green Park, New Delhi",28.6177,77.18587,28.6417,77.22177,cold,255.5,38.33,delivered,1392.49
4418,blue dart,furniture,39.07,ev bike,express,central,"House 294, Shalimar Bagh, New Delhi",28.85455,77.14835,28.6417,77.22177,hot,151.5,42.08,delivered,933.74
4434,blue dart,furniture,14.21,ev bike,express,central,"House 154, Sarita Vihar, New Delhi",28.58271,77.03975,28.6417,77.22177,stormy,193.9,17.1,delayed,1070.8
4448,blue dart,pharmacy,21.04,truck,same day,west,"House 300, Hauz Khas, New Delhi",28.62085,77.01023,28.6417,77.22177,foggy,153.3,36.59,delivered,976.27
4459,blue dart,electronics,72,van,same day,north,"House 479, Model Town, New Delhi",28.61627,77.27611,28.6417,77.22177,foggy,252.7,7.66,delayed,1386.48
4474,blue dart,cosmetics,34.81,van,two day,west,"House 460, Okhla, New Delhi",28.4395,77.06538,28.6417,77.22177,foggy,144.5,1.48,delivered,726.94
4491,blue dart,fragile items,4.12,van,express,west,"House 358, Civil Lines, New Delhi",28.47138,77.25891,28.6417,77.22177,foggy,230.1,29.63,delayed,1289.39
4492,blue dart,fragile items,76.06,ev bike,standard,east,"House 332, Rajouri Garden, New Delhi",28.53122,77.28101,28.6417,77.22177,foggy,208.9,27.7,delivered,1127.6
4513,blue dart,electronics,39.96,truck,express,west,"House 315, Rohini, New Delhi",28.6133,77.07268,28.6417,77.22177,foggy,223.2,28.59,delayed,1251.77
4532,blue dart,fragile items,67.9,van,express,south,"House 302, Shahdara, New Delhi",28.71743,76.84197,28.6417,77.22177,hot,67.6,46.07,delivered,526.21
4556,blue dart,documents,35.31,scooter,two day,north,"House 258, Kalkaji, New Delhi",28.52852,77.16598,28.6417,77.22177,hot,267.2,6.54,delivered,1355.62
4557,blue dart,documents,40.14,ev van,two day,south,"House 319, Janakpuri, New Delhi",28.47759,77.19913,28.6417,77.22177,stormy,9.1,46.93,delivered,186.29
4564,blue dart,pharmacy,74.84,ev bike,same day,south,"House 165, Kirti Nagar, New Delhi",28.45124,77.05214,28.6417,77.22177,rainy,69,1.19,delayed,448.57
4570,blue dart,clothing,39.08,scooter,two day,west,"House 287, Saket, New Delhi",28.53601,76.86451,28.6417,77.22177,clear,187.3,17.72,delivered,989.66
4578,blue dart,furniture,35.89,ev bike,express,east,"House 267, Shahdara, New Delhi",28.77018,77.25471,28.6417,77.22177,cold,187.9,42.72,delivered,1117.66
4581,blue dart,electronics,70.3,van,standard,north,"House 330, Karol Bagh, New Delhi",28.65014,77.31731,28.6417,77.22177,cold,206.3,1.41,delivered,1035.73
4583,blue dart,clothing,51.1,ev van,same day,north,"House 161, Punjabi Bagh, New Delhi",28.48617,77.23028,28.6417,77.22177,stormy,111.1,27.29,delayed,737.37
4587,blue dart,automobile parts,0.7,scooter,standard,central,"House 454, Karol Bagh, New Delhi",28.57682,76.98136,28.6417,77.22177,rainy,118.5,3.39,delivered,602.67
4605,blue dart,pharmacy,13.64,truck,same day,east,"House 212, Nehru Place, New Delhi",28.50022,77.18264,28.6417,77.22177,foggy,297.1,17.05,delayed,1632.7206
4628,blue dart,electronics,26.51,ev van,standard,north,"House 29, Malviya Nagar, New Delhi",28.58992,77.20341,28.6417,77.22177,cold,90.9,8.21,delivered,479.13
4631,blue dart,groceries,76.36,ev van,two day,north,"House 398, Vasant Kunj, New Delhi",28.65027,76.99127,28.6417,77.22177,hot,297.1,1.07,delivered,1489.71
4634,blue dart,cosmetics,43.43,van,standard,north,"House 217, Kalkaji, New Delhi",28.63738,77.31308,28.6417,77.22177,stormy,65.1,4.5,delivered,339
4654,blue dart,fragile items,55.32,bike,two day,west,"House 218, Kirti Nagar, New Delhi",28.6108,77.3216,28.6417,77.22177,foggy,186.7,5.67,delivered,950.51
4655,blue dart,electronics,21.02,ev bike,two day,north,"House 327, Sarita Vihar, New Delhi",28.64591,77.01538,28.6417,77.22177,clear,38.1,26.93,delivered,271.29
4656,blue dart,electronics,74.01,truck,express,south,"House 301, Hauz Khas, New Delhi",28.62481,77.23988,28.6417,77.22177,foggy,119.2,36.75,delivered,756.25
4657,blue dart,groceries,51.8,van,express,central,"House 235, Preet Vihar, New Delhi",28.86897,77.09543,28.6417,77.22177,foggy,139.9,17.83,delayed,802.99
4663,blue dart,cosmetics,63.61,truck,express,south,"House 73, Sarita Vihar, New Delhi",28.77083,77.22319,28.6417,77.22177,foggy,245.4,3.38,delayed,1287.14
4668,blue dart,documents,79.38,ev van,same day,east,"House 219, Connaught Place, New Delhi",28.42254,77.12302,28.6417,77.22177,foggy,132.6,23.94,delivered,834.82
4673,blue dart,electronics,27.49,scooter,same day,east,"House 450, Hauz Khas, New Delhi",28.42385,77.16195,28.6417,77.22177,rainy,160.7,8.84,delivered,930.02
4682,blue dart,electronics,56.58,ev bike,same day,east,"House 137, Civil Lines, New Delhi",28.84018,77.28165,28.6417,77.22177,rainy,157.1,6.61,delayed,905.33
4720,blue dart,furniture,41.74,bike,two day,south,"House 165, Karol Bagh, New Delhi",28.86677,77.18645,28.6417,77.22177,hot,271.6,31.02,delivered,1451.06
4729,blue dart,pharmacy,54.32,bike,two day,north,"House 405, Hauz Khas, New Delhi",28.71298,77.24467,28.6417,77.22177,foggy,247.1,1.6,delivered,1240.3
4752,blue dart,cosmetics,22.93,bike,same day,north,"House 304, Rohini, New Delhi",28.43038,77.30057,28.6417,77.22177,stormy,127.5,22.02,delayed,803.56
4755,blue dart,pharmacy,5.19,scooter,two day,north,"House 138, Green Park, New Delhi",28.72559,77.30078,28.6417,77.22177,hot,198.4,25.57,delivered,1068.71
4758,blue dart,electronics,75.9,ev van,two day,east,"House 424, Malviya Nagar, New Delhi",28.54804,77.13339,28.6417,77.22177,rainy,126.8,20.31,delivered,694.93
4766,blue dart,electronics,18.8,truck,same day,east,"House 357, Janakpuri, New Delhi",28.57237,76.92789,28.6417,77.22177,cold,288.8,2.8,delayed,1552.4
4769,blue dart,cosmetics,18.76,truck,same day,east,"House 115, Kirti Nagar, New Delhi",28.80172,77.06374,28.6417,77.22177,rainy,279.9,19.78,failed,1558.84
4773,blue dart,electronics,52.8,ev van,express,north,"House 405, Rajouri Garden, New Delhi",28.79888,77.0506,28.6417,77.22177,stormy,216.9,5.18,failed,1150.04
4791,blue dart,groceries,70.57,ev van,two day,south,"House 131, Saket, New Delhi",28.85856,76.87518,28.6417,77.22177,clear,84.8,34.22,delivered,526.66
4796,blue dart,electronics,37.33,van,two day,central,"House 295, Tilak Nagar, New Delhi",28.70586,77.19291,28.6417,77.22177,stormy,132.5,45.76,delivered,799.78
4798,blue dart,electronics,69.58,truck,standard,east,"House 197, Okhla, New Delhi",28.62573,77.01949,28.6417,77.22177,stormy,76.6,25.39,delivered,459.17
4803,blue dart,automobile parts,36.54,truck,express,west,"House 125, Preet Vihar, New Delhi",28.65785,76.87241,28.6417,77.22177,rainy,217.6,21.67,delayed,1203.01
4811,blue dart,cosmetics,27.26,bike,same day,east,"House 434, Ashok Vihar, New Delhi",28.55672,76.97203,28.6417,77.22177,stormy,213.2,32.71,failed,1264.13
4827,blue dart,groceries,36.24,bike,same day,east,"House 458, Shalimar Bagh, New Delhi",28.65706,77.33455,28.6417,77.22177,stormy,264.7,29.3,delayed,1511.4
4837,blue dart,groceries,33.5,bike,express,west,"House 379, Green Park, New Delhi",28.57635,76.89336,28.6417,77.22177,foggy,177.1,3.04,failed,944.62
4842,blue dart,furniture,27.02,scooter,two day,north,"House 257, Connaught Place, New Delhi",28.48663,77.28853,28.6417,77.22177,stormy,238.8,37.83,delivered,1307.49
4844,blue dart,cosmetics,68.69,van,two day,north,"House 403, Hauz Khas, New Delhi",28.57944,77.22613,28.6417,77.22177,clear,80.3,38.27,delivered,516.31
4849,blue dart,electronics,55.14,scooter,standard,west,"House 26, Tilak Nagar, New Delhi",28.47959,76.96967,28.6417,77.22177,hot,246.4,10.61,delivered,1263.83
4871,blue dart,furniture,61.52,bike,express,east,"House 496, Sarita Vihar, New Delhi",28.8234,77.02919,28.6417,77.22177,foggy,228.8,25.86,failed,1271.58
4875,blue dart,fragile items,12.31,van,two day,central,"House 463, Karol Bagh, New Delhi",28.54071,77.32384,28.6417,77.22177,stormy,39.5,21.15,delivered,260.95
4884,blue dart,automobile parts,59.84,truck,two day,north,"House 318, Tilak Nagar, New Delhi",28.86328,77.13944,28.6417,77.22177,cold,202.6,38.99,delivered,1129.97
4886,blue dart,pharmacy,12.57,bike,express,west,"House 226, Chandni Chowk, New Delhi",28.81967,77.04608,28.6417,77.22177,rainy,179,46.13,delayed,1083.39
4905,blue dart,electronics,2.4,truck,standard,east,"House 425, Preet Vihar, New Delhi",28.51713,77.13135,28.6417,77.22177,rainy,296.8,17.15,delivered,1535.45
4929,blue dart,groceries,47.39,scooter,same day,east,"House 486, Sarita Vihar, New Delhi",28.67835,77.23005,28.6417,77.22177,foggy,275.9,21.27,failed,1543.31
4930,blue dart,furniture,54.49,ev van,standard,central,"House 454, Janakpuri, New Delhi",28.68364,76.95344,28.6417,77.22177,cold,44.4,41.63,delivered,346.89
4954,blue dart,groceries,30.71,bike,express,east,"House 115, Tilak Nagar, New Delhi",28.6722,77.34655,28.6417,77.22177,hot,3.6,23.52,delayed,137.56
4956,blue dart,pharmacy,32.09,van,express,west,"House 47, Green Park, New Delhi",28.63796,76.98798,28.6417,77.22177,cold,230.1,13.63,delayed,1241.39
4957,blue dart,clothing,8.76,bike,same day,north,"House 284, Civil Lines, New Delhi",28.59462,77.14301,28.6417,77.22177,hot,162.6,22.17,delivered,979.51
4983,blue dart,electronics,40.09,van,two day,north,"House 264, Tilak Nagar, New Delhi",28.76468,77.28826,28.6417,77.22177,hot,63.8,23.35,delivered,389.05
4985,blue dart,furniture,9.04,van,standard,west,"House 489, Karol Bagh, New Delhi",28.80005,76.84942,28.6417,77.22177,cold,137.3,48.07,delivered,830.71
4996,blue dart,clothing,69.18,ev bike,two day,central,"House 306, Defence Colony, New Delhi",28.40037,77.3409,28.6417,77.22177,hot,234.7,0.84,delivered,1176.02
5001,blue dart,documents,28.24,truck,express,east,"House 414, Punjabi Bagh, New Delhi",28.45638,77.18932,28.6417,77.22177,foggy,194.7,35.55,failed,1130.15
5026,blue dart,fragile items,16.88,ev van,two day,north,"House 148, Chandni Chowk, New Delhi",28.67481,76.89937,28.6417,77.22177,foggy,57.2,42.69,delivered,414.07
5034,blue dart,groceries,60.66,van,express,west,"House 108, Punjabi Bagh, New Delhi",28.63534,77.09152,28.6417,77.22177,foggy,132.6,46.35,failed,852.05
5040,blue dart,groceries,53.77,ev bike,express,west,"House 105, Lajpat Nagar, New Delhi",28.42346,77.11783,28.6417,77.22177,clear,251.6,7.48,delivered,1330.44
5042,blue dart,fragile items,64.18,truck,standard,east,"House 491, Hauz Khas, New Delhi",28.41384,77.16453,28.6417,77.22177,rainy,138.3,46.92,delivered,832.26
